qid,question,gold,current,current_rule,current_em,current_f1,best_answer,best_source,best_field,best_em,best_f1,classification,exact_candidate_sources
5ade28b15542997c77aded83,Is the Virgilia found in Africa? And is Koeleria found all over?,yes,"No, yes",current_v4,0,0.6667,yes,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=yes | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=yes | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=yes
5a89e0ec5542992e4fca8427,What philosophical system did the author of a novel about Howard Roark develop?,Objectivism,Objectivism,current_v4,1,1.0000,Objectivism,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Objectivism | hotpot1000_comagraag_body_selector_v4:prediction=Objectivism | hotpot1000_comagraag_body_selector_v4:current_answer=Objectivism | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Objectivism | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Objectivism
5a840a9e5542992ef85e2397,"What is this group referred to as that this Russian composer, who wrote ""The Songs and Dances of Death,"" is a member of?",The Five,The Five,current_v4,1,1.0000,The Five,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=The Five | hotpot1000_comagraag_body_selector_v4:prediction=The Five | hotpot1000_comagraag_body_selector_v4:current_answer=The Five | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=The Five | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=The Five
5a88a1475542997e5c09a646,"Which genus has more species, Salvia or Arachis?",Salvia,Salvia,current_v4,1,1.0000,Salvia,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Salvia | hotpot1000_comagraag_body_selector_v4:prediction=Salvia | hotpot1000_comagraag_body_selector_v4:current_answer=Salvia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Salvia | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Salvia
5a8de02b554299068b959e13,What team did Robbie Keane play for after Inter Milan?,Republic of Ireland national team,Celtic,current_v4,0,0.0000,Celtic,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a83ed9b55429933447460b8,Cistus and Stapelianthus are both forms of what?,flowering plants,plants,current_v4,0,0.6667,plants,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a8682755542996432c571cf,What is the official English name of the country in which Ain Timguenai is located?,the Kingdom of Morocco,Algeria,current_v4,0,0.0000,Algeria,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ac5199a5542994611c8b38a,Can Stenocereus and Pachypodium both include tree like plants?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5ab6bdd255429953192ad36e,In what country are both Ugni and Stenomesson native plants?,Chile,Chile,current_v4,1,1.0000,Chile,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Chile | hotpot1000_comagraag_body_selector_v4:prediction=Chile | hotpot1000_comagraag_body_selector_v4:current_answer=Chile | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Chile | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Chile
5ac2a10e554299657fa28fec,What year did a blacklisted screenwriter share an Academy Award with Michael Kanin?,1942,1942,current_v4,1,1.0000,1942,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=1942 | hotpot1000_comagraag_body_selector_v4:prediction=1942 | hotpot1000_comagraag_body_selector_v4:current_answer=1942 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=1942 | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=1942
5a8db9b3554299068b959dde,What animal does Mahratta Greyhound and Tibetan Spaniel have in common?,dog,dog,current_v4,1,1.0000,dog,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=dog | hotpot1000_comagraag_body_selector_v4:prediction=dog | hotpot1000_comagraag_body_selector_v4:current_answer=dog | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=dog | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=dog
5a79258a55429974737f79a8,"In the seventh-largest country in Africa, what is the oil prodcution of the city at the mouth of the Congo River?",1200000 oilbbl/d,The context passages do not provide information about oil production of the city at the mouth of the Congo River,current_v4,0,0.0000,The context passages do not provide information about oil production of the city at the mouth of the Congo River,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a838eba5542992ef85e22fe,Which documentary film was released first Tar Creek or Volcanic Sprint?,Volcanic Sprint,Volcanic Sprint,current_v4,1,1.0000,Volcanic Sprint,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Volcanic Sprint | hotpot1000_comagraag_body_selector_v4:prediction=Volcanic Sprint | hotpot1000_comagraag_body_selector_v4:current_answer=Volcanic Sprint | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Volcanic Sprint | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Volcanic Sprint
5a87ab905542996e4f3088c1,The arena where the Lewiston Maineiacs played their home games can seat how many people?,"3,677 seated","5,000",current_v4,0,0.0000,"5,000",hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a71674f5542994082a3e819,When was the magazine Sam Duckworth got his name Get Cape. Wear Cape. Fly from launched?,January 2004,2004,current_v4,0,0.6667,2004,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5ae1b1445542997283cd223d,Who starred in her final film role in the 1964 film directed by the man who also did Vera Cruz and Kiss Me Deadly?,Mary Astor,Hayley Mills,current_v4,0,0.0000,Hayley Mills,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5abe36aa5542993f32c2a08f,Was American Scientist or Dwell published first?,American Scientist,American Scientist,current_v4,1,1.0000,American Scientist,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=American Scientist | hotpot1000_comagraag_body_selector_v4:prediction=American Scientist | hotpot1000_comagraag_body_selector_v4:current_answer=American Scientist | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=American Scientist | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=American Scientist
5a7b01645542992d025e6734,What property do the films Sweet Crude and Tunisian Victory share?,documentary,Both are documentary films.,current_v4,0,0.4000,Both are documentary films.,hotpot1000_comagraag_body_selector_v4,answer,0,0.4000,partial_candidate_no_improvement,
5a8081975542992097ad2fef,"Who directed more films, Leslie Goodwins or Kenneth Webb?",Leslie Goodwins,Leslie Goodwins,current_v4,1,1.0000,Leslie Goodwins,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Leslie Goodwins | hotpot1000_comagraag_body_selector_v4:prediction=Leslie Goodwins | hotpot1000_comagraag_body_selector_v4:current_answer=Leslie Goodwins | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Leslie Goodwins | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Leslie Goodwins
5ac54ca45542993e66e822d5,What was the title of the debut studio album by Weezer which contained the hit Buddy Holly and Undone – The Sweater Song?,The Blue Album,Weezer,current_v4,0,0.0000,Weezer,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae28f43554299492dc91c2f,Is Chicago Rockford International Airport or McClellan–Palomar Airport closer to their nearest cities?,McClellan–Palomar Airport,McClellan–Palomar Airport,current_v4,1,1.0000,McClellan–Palomar Airport,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=McClellan–Palomar Airport | hotpot1000_comagraag_body_selector_v4:prediction=McClellan–Palomar Airport | hotpot1000_comagraag_body_selector_v4:current_answer=McClellan–Palomar Airport | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=McClellan–Palomar Airport | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=McClellan–Palomar Airport
5ab9560855429970cfb8ea73,"How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?",13 people,13,current_v4,0,0.6667,13,hotpot1000_comagraag_body_selector_v4,answer,0,0.6667,partial_candidate_no_improvement,
5a8a833855429970aeb702fe,How many rooms are in the hotel that is home to the Cirque du Soleil show Mystere?,"2,664",1734,current_v4,0,0.0000,1734,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ade84d7554299728e26c72b,Do D-A-D and Gândul Mâței play the same style of rock music?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5a7dd6cd5542995f4f4022cd,Venus is a play by an American playwrite who what what prize?,Pulitzer Prize,Pulitzer Prize for Drama,current_v4,0,0.6667,Pulitzer Prize,hotpot1000_comagraag_evidence_aug_deterministic_candidates,deterministic_candidates,1,1.0000,selector_miss_exact_candidate,hotpot1000_comagraag_evidence_aug_deterministic_candidates:deterministic_candidates=Pulitzer Prize | hotpot1000_comagraag_type_aware_candidate_reader_pilot20:deterministic_candidates=Pulitzer Prize | hotpot1000_comagraag_two_stage_clean_pilot50:deterministic_candidates=Pulitzer Prize
5ab6ba9d5542995eadef0083,What is the first name of the mother of the artist who interpreted Karla  Bonoff's Tell Me Why ?,Naomi,Linda,current_v4,0,0.0000,Linda,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a81df7d55429926c1cdadaa,The 2014–15 UEFA Champions League knockout phase lead to the final of the 23rd season since it was renamed from what?,European Champion Clubs' Cup,European Champion Clubs' Cup,current_v4,1,1.0000,European Champion Clubs' Cup,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=European Champion Clubs' Cup | hotpot1000_comagraag_body_selector_v4:prediction=European Champion Clubs' Cup | hotpot1000_comagraag_body_selector_v4:current_answer=European Champion Clubs' Cup | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=European Champion Clubs' Cup | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=European Champion Clubs' Cup
5a7758895542994aec3b729c," Which American rock band, Sugar Ray or Against the Current gained mainstream fame in the 1990's?",rock,Sugar Ray,current_v4,0,0.0000,Sugar Ray,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ae518ae5542993aec5ec13c,Were the documentaries  One Big Hapa Family and A Film Unfinished directed by the same person?,no,no,current_v4,1,1.0000,no,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=no | hotpot1000_comagraag_body_selector_v4:prediction=no | hotpot1000_comagraag_body_selector_v4:current_answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=no | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=no
5ade6b67554299728e26c71c,"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,current_v4,1,1.0000,Royal Navy,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Royal Navy | hotpot1000_comagraag_body_selector_v4:prediction=Royal Navy | hotpot1000_comagraag_body_selector_v4:current_answer=Royal Navy | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Royal Navy | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Royal Navy
5adf62d05542992d7e9f932d,Which number-one single is Michael Steele responsible for?,"""Walk Like an Egyptian""",Walk Like an Egyptian,current_v4,1,1.0000,Walk Like an Egyptian,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Walk Like an Egyptian | hotpot1000_comagraag_body_selector_v4:prediction=Walk Like an Egyptian | hotpot1000_comagraag_body_selector_v4:current_answer=Walk Like an Egyptian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Walk Like an Egyptian | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Walk Like an Egyptian
5a82301155429926c1cdae4a,How much was Ammon Bundy's son ordered to pay in grazing fees?,over $1 million,0,current_v4,0,0.0000,0,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a862c38554299211dda2a9a,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,the Asia-Pacific War,Pacific War,current_v4,0,0.5000,Pacific War,hotpot1000_comagraag_body_selector_v4,answer,0,0.5000,partial_candidate_no_improvement,
5ab9d44255429939ce03dc36,The History of Ranching is a mural that was originally located at an American brewery that in 1999 began trasfering its production to who?,Miller Brewing,Miller Brewing,current_v4,1,1.0000,Miller Brewing,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Miller Brewing | hotpot1000_comagraag_body_selector_v4:prediction=Miller Brewing | hotpot1000_comagraag_body_selector_v4:current_answer=Miller Brewing | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Miller Brewing | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Miller Brewing
5ae32b6755429928c4239644,Wendy Ayche was featured in 2016 in an annual production created by Youtube and what other organization?,Portal A Interactive,Google,current_v4,0,0.0000,Google,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5a7265a95542992359bc307a,In what year did construction begin on the stadium where the 2013 America East Men's Lacrosse Tournament was held?,in 2000,2008,current_v4,0,0.0000,2008,hotpot1000_comagraag_body_selector_v4,answer,0,0.0000,no_candidate_overlap,
5ab1e36d554299449642c7f9,Are Northwestern University and Middlebury College both private schools?,yes,yes,current_v4,1,1.0000,yes,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=yes | hotpot1000_comagraag_body_selector_v4:prediction=yes | hotpot1000_comagraag_body_selector_v4:current_answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=yes | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=yes
5a88082055429938390d3ed2,"Abba Kovner  was a Jewish Hebrew and Yiddish poet, writer and cousin of the youngest and longest surviving signatory of what?",Israeli Declaration of Independence,Israeli Declaration of Independence,current_v4,1,1.0000,Israeli Declaration of Independence,hotpot1000_comagraag_body_selector_v4,answer,1,1.0000,current_exact,hotpot1000_comagraag_body_selector_v4:answer=Israeli Declaration of Independence | hotpot1000_comagraag_body_selector_v4:prediction=Israeli Declaration of Independence | hotpot1000_comagraag_body_selector_v4:current_answer=Israeli Declaration of Independence | hotpot1000_comagraag_evidence_aug_deterministic_candidates:answer=Israeli Declaration of Independence | hotpot1000_comagraag_evidence_aug_deterministic_candidates:prediction=Israeli Declaration of Independence
